,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,seats,No of years,Brand
4339,80000,100000,Petrol,Individual,Manual,Third Owner,17.3,1061,64.0,5,13,Maruti
4340,120000,93331,Petrol,Individual,Manual,Second Owner,19.81,1086,68.05,5,13,Hyundai
4341,370000,120000,Diesel,Individual,Manual,Second Owner,13.5,2179,115.0,5,9,Mahindra
4342,750000,70000,Diesel,Individual,Manual,First Owner,19.01,1461,108.5,5,6,Nissan
4343,484999,100000,Diesel,Individual,Manual,First Owner,15.96,2523,63.0,9,6,Mahindra
4344,120000,90000,Diesel,Individual,Manual,Second Owner,13.1,1493,82.0,5,15,Hyundai
4345,860000,28000,Petrol,Individual,Manual,First Owner,17.8,1497,117.3,5,4,Honda
4346,650000,50000,Diesel,Individual,Manual,First Owner,28.4,1248,74.02,5,3,Maruti
4347,650000,90000,Diesel,Individual,Manual,First Owner,20.77,1248,88.8,7,7,Maruti
4348,710000,40000,Diesel,Individual,Manual,First Owner,24.8,1396,88.7,5,5,Hyundai
4349,430000,113000,Diesel,Individual,Manual,First Owner,25.83,1498,99.0,5,4,Ford
4350,305000,188000,Diesel,Individual,Manual,Second Owner,17.8,1248,75.0,5,10,Maruti
4351,220000,100000,Diesel,Individual,Manual,First Owner,20.0,1399,68.0,5,10,Ford
4352,150000,225000,Diesel,Individual,Manual,Third Owner,14.0,1948,90.0,9,11,Tata
4353,660000,67000,Diesel,Individual,Manual,Second Owner,18.49,1493,100.0,7,4,Mahindra
4354,140000,70000,Diesel,Individual,Manual,Fourth & Above Owner,25.44,936,57.6,5,10,Chevrolet
4355,1100000,50000,Petrol,Individual,Manual,First Owner,14.28,1798,138.03,5,6,Toyota
4356,2450000,60000,Diesel,Individual,Automatic,First Owner,16.36,2179,187.7,5,8,Jaguar
4357,625000,34000,Diesel,Individual,Automatic,First Owner,22.0,1498,108.495,5,4,Volkswagen
4358,198000,110000,Petrol,Individual,Manual,Third Owner,12.8,1493,100.0,5,17,Honda
4360,130000,140000,Petrol,Individual,Manual,Second Owner,18.9,998,67.1,5,16,Maruti
4361,540000,100000,Petrol,Individual,Manual,Second Owner,16.8,1497,116.3,5,9,Honda
4362,550000,10000,Petrol,Individual,Automatic,First Owner,18.9,1197,81.86,5,4,Hyundai
4363,475000,30000,Petrol,Individual,Manual,First Owner,21.63,998,67.04,5,3,Maruti
4364,3100000,90000,Diesel,Individual,Automatic,First Owner,15.04,2755,174.5,7,5,Toyota
4365,217000,120000,Diesel,Individual,Manual,First Owner,21.1,1248,73.9,5,11,Maruti
4367,750000,6500,Petrol,Individual,Automatic,First Owner,21.21,1197,81.8,5,2,Maruti
4368,350000,80000,Petrol,Individual,Manual,First Owner,11.96,1298,80.0,8,11,Maruti
4369,400000,100000,Diesel,Individual,Manual,Third Owner,12.05,2179,120.0,7,13,Mahindra
4370,570000,120000,Diesel,Individual,Manual,Second Owner,23.59,1364,67.05,5,6,Toyota
4371,180000,120000,Petrol,Individual,Manual,Second Owner,21.1,814,55.2,5,9,Hyundai
4372,68000,110000,Petrol,Individual,Manual,Third Owner,13.1,1598,77.0,5,23,Opel
4373,280000,150000,Diesel,Individual,Manual,Third Owner,18.7,1896,66.0,5,15,Skoda
4374,90000,120000,Diesel,Individual,Manual,Fourth & Above Owner,16.1,1405,70.0,5,16,Tata
4375,2600000,100000,Diesel,Individual,Automatic,Second Owner,15.26,2143,203.2,5,6,Mercedes-Benz
4376,700000,63000,Diesel,Individual,Manual,First Owner,15.3,2956,83.83,7,3,Tata
4377,1850000,40000,Diesel,Individual,Automatic,Second Owner,17.9,2143,136.0,5,5,Mercedes-Benz
4378,685000,109000,Diesel,Dealer,Manual,First Owner,22.7,1498,89.84,5,6,Ford
4379,565000,114000,Diesel,Dealer,Manual,First Owner,25.2,1248,73.94,5,6,Maruti
4380,1600000,33000,Petrol,Dealer,Automatic,Second Owner,14.7,1798,177.5,5,4,Skoda
4381,395000,160000,Diesel,Dealer,Manual,Third Owner,24.0,1120,70.0,5,7,Hyundai
4382,425000,101000,Diesel,Dealer,Manual,First Owner,21.9,1396,88.76,5,8,Hyundai
4383,1350000,5400,Diesel,Dealer,Manual,Test Drive Car,22.27,1498,108.6,5,2,Volkswagen
4384,1950000,45000,Diesel,Dealer,Automatic,Second Owner,16.38,1995,183.0,5,5,Hyundai
4385,535000,31000,Petrol,Dealer,Automatic,First Owner,24.04,999,67.0,5,3,Renault
4386,500000,31000,Petrol,Dealer,Manual,First Owner,23.01,999,67.0,5,3,Renault
4387,434999,55000,Petrol,Dealer,Manual,First Owner,20.52,1197,81.8,5,5,Maruti
4388,250000,55000,Petrol,Dealer,Automatic,First Owner,21.9,624,37.48,4,3,Tata
4389,700000,117000,Diesel,Dealer,Manual,First Owner,22.32,1582,126.32,5,7,Hyundai
4390,1100000,102000,Diesel,Dealer,Automatic,First Owner,19.62,1995,187.74,5,11,BMW
4391,900000,108000,Diesel,Dealer,Automatic,First Owner,17.42,1968,175.0,5,9,Volkswagen
4392,425000,75000,Petrol,Dealer,Manual,First Owner,20.52,1197,81.8,5,6,Maruti
4393,1600000,74000,Diesel,Dealer,Automatic,First Owner,10.0,2148,170.0,5,10,Mercedes-Benz
4394,325000,158000,Diesel,Dealer,Manual,First Owner,24.4,1499,98.96,5,8,Ford
4395,2700000,10000,Diesel,Individual,Automatic,First Owner,13.8,2999,174.57,7,2,Isuzu
4396,950000,40000,Diesel,Individual,Manual,First Owner,23.0,1498,98.96,5,3,Ford
4397,1140000,10000,Diesel,Individual,Automatic,First Owner,21.5,1497,108.5,5,2,Tata
4398,980000,53000,Diesel,Individual,Manual,First Owner,17.6,2179,147.94,7,4,Tata
4399,1920000,20000,Diesel,Individual,Manual,Second Owner,16.3,1956,170.0,5,4,Jeep
4400,808000,5000,Petrol,Individual,Manual,First Owner,18.24,999,108.6,5,1,Volkswagen
4401,550000,30000,Petrol,Individual,Manual,First Owner,19.1,1197,85.8,5,7,Maruti
4402,215000,64000,Petrol,Individual,Manual,First Owner,19.7,796,46.3,5,11,Maruti
4403,512000,10500,Petrol,Individual,Manual,First Owner,18.16,1196,86.8,5,5,Ford
4404,215000,50000,Petrol,Individual,Manual,Second Owner,19.7,796,46.3,5,10,Maruti
4405,500000,60000,Diesel,Individual,Manual,First Owner,20.5,1598,103.5,5,9,Skoda
4406,700000,35000,Diesel,Individual,Manual,First Owner,21.14,1498,103.52,5,6,Skoda
4407,525000,135000,Diesel,Individual,Manual,First Owner,13.93,2179,138.03,7,9,Tata
4408,550000,70000,Diesel,Individual,Manual,Second Owner,12.05,2179,120.0,9,10,Mahindra
4409,750000,80000,Diesel,Individual,Manual,First Owner,24.3,1248,88.5,5,5,Maruti
4410,395000,25000,Petrol,Individual,Manual,First Owner,21.63,998,67.0,5,4,Maruti
4411,675000,5000,Petrol,Individual,Manual,First Owner,18.6,1197,81.83,5,4,Hyundai
4412,140000,80000,Petrol,Individual,Manual,Third Owner,17.92,1086,62.1,5,13,Hyundai
4413,430000,120000,Diesel,Individual,Manual,Second Owner,12.05,2179,120.0,8,10,Mahindra
4414,2711000,9000,Diesel,Dealer,Automatic,First Owner,13.6,1999,177.0,5,4,Jaguar
4415,5150000,20000,Petrol,Dealer,Automatic,First Owner,22.37,2487,214.56,5,2,Lexus
4416,3200000,45000,Diesel,Dealer,Automatic,First Owner,19.33,1999,177.0,5,4,Jaguar
4417,503000,110000,Diesel,Individual,Manual,First Owner,14.1,2179,147.94,7,6,Tata
4418,3800000,20000,Diesel,Individual,Automatic,First Owner,18.0,1969,190.0,5,2,Volvo
4419,2000000,68089,Petrol,Trustmark Dealer,Automatic,First Owner,19.16,2494,157.7,5,5,Toyota
4420,225000,58343,Petrol,Trustmark Dealer,Manual,First Owner,21.79,998,67.05,5,8,Maruti
4421,740000,38817,Diesel,Dealer,Manual,First Owner,27.39,1248,74.0,5,3,Maruti
4422,550000,56494,Petrol,Trustmark Dealer,Manual,First Owner,18.2,1199,88.7,5,5,Honda
4423,750000,79328,Diesel,Trustmark Dealer,Manual,Second Owner,12.99,2494,100.6,7,8,Toyota
4424,650000,5621,Petrol,Trustmark Dealer,Automatic,First Owner,22.0,1197,81.8,5,2,Maruti
4425,625000,25538,Petrol,Trustmark Dealer,Manual,First Owner,16.78,1496,88.73,5,4,Toyota
4426,600000,69779,Petrol,Dealer,Automatic,First Owner,22.0,1197,81.8,5,3,Maruti
4427,450000,56290,Diesel,Dealer,Manual,First Owner,24.0,1186,73.97,5,4,Hyundai
4428,5400000,7500,Diesel,Dealer,Automatic,First Owner,16.78,1995,190.0,5,2,BMW
4429,5500000,8500,Diesel,Dealer,Automatic,First Owner,16.78,1995,190.0,5,2,BMW
4430,779000,7032,Petrol,Trustmark Dealer,Automatic,First Owner,19.0,1199,88.76,5,2,Honda
4431,645000,11000,Petrol,Dealer,Automatic,First Owner,14.3,1598,103.5,5,5,Skoda
4432,2475000,2000,Diesel,Dealer,Automatic,First Owner,16.8,1984,150.0,5,3,Volvo
4435,300000,10000,Petrol,Individual,Manual,First Owner,20.51,998,67.04,5,7,Maruti
4436,355000,68000,Diesel,Individual,Manual,First Owner,22.1,1248,76.9,5,8,Chevrolet
4437,180000,35000,Petrol,Individual,Manual,Second Owner,22.74,796,47.3,5,6,Maruti
4438,280000,70000,Diesel,Individual,Manual,First Owner,25.0,1396,69.0,5,8,Tata
4439,250000,70000,Diesel,Individual,Manual,First Owner,19.0,1248,90.0,5,10,Tata
4440,125000,50000,Petrol,Individual,Manual,First Owner,15.3,1193,65.3,5,14,Tata
4443,810000,29700,Diesel,Individual,Manual,First Owner,25.1,1248,88.5,5,3,Maruti
4444,671000,20000,Petrol,Individual,Automatic,First Owner,18.6,1368,98.63,5,3,Hyundai
4445,295000,20000,Petrol,Individual,Manual,First Owner,24.7,796,47.3,5,3,Maruti
4446,850000,40000,Diesel,Individual,Manual,First Owner,24.52,1248,88.5,7,4,Maruti
4447,409999,90000,Diesel,Individual,Manual,First Owner,22.9,1248,74.0,5,8,Maruti
4448,600000,90000,Petrol,Individual,Manual,First Owner,16.02,1373,93.7,7,6,Maruti
4449,600000,80000,Diesel,Individual,Manual,First Owner,15.96,2523,62.1,7,6,Mahindra
4450,220000,60000,Petrol,Individual,Manual,Third Owner,18.9,998,67.1,5,9,Maruti
4451,550000,56000,Diesel,Individual,Manual,First Owner,23.4,1248,74.0,5,8,Maruti
4452,650000,50000,Diesel,Individual,Manual,First Owner,14.0,2523,75.0,8,7,Mahindra
4453,655000,50000,Diesel,Individual,Manual,Second Owner,14.0,2523,75.0,9,7,Mahindra
4454,130000,74000,Diesel,Individual,Manual,First Owner,13.7,1948,68.0,7,15,Tata
4455,400000,123000,Diesel,Individual,Manual,First Owner,19.01,1461,108.45,5,7,Renault
4457,155000,54000,Petrol,Individual,Manual,First Owner,19.7,796,46.3,5,12,Maruti
4458,250000,50000,Petrol,Individual,Manual,First Owner,15.64,1193,64.1,5,8,Tata
4459,400000,80000,Petrol,Individual,Manual,Second Owner,18.9,1197,82.0,5,7,Hyundai
4460,500000,10000,Petrol,Individual,Manual,First Owner,19.02,1198,67.05,5,2,Datsun
4461,565000,10000,Petrol,Individual,Automatic,First Owner,20.3,1086,68.0,5,3,Hyundai
4462,900000,40000,Diesel,Individual,Manual,First Owner,23.0,1498,98.96,5,3,Ford
4463,650000,120000,Diesel,Individual,Manual,First Owner,16.5,1493,70.0,7,4,Mahindra
4464,600000,45000,Diesel,Individual,Manual,First Owner,15.96,2523,62.1,7,8,Mahindra
4465,800000,35000,Diesel,Individual,Manual,First Owner,28.4,1248,74.02,5,3,Maruti
4466,575000,60000,Diesel,Individual,Manual,First Owner,22.54,1396,88.73,5,6,Hyundai
4467,550000,40000,Petrol,Individual,Automatic,First Owner,17.01,1499,110.4,5,5,Ford
4468,190000,80000,Petrol,Individual,Manual,Third Owner,15.5,1586,103.3,5,10,Maruti
4469,750000,37000,Diesel,Individual,Manual,First Owner,23.0,1498,98.96,5,4,Ford
4470,625000,22000,Petrol,Individual,Manual,First Owner,21.4,1197,83.1,5,3,Maruti
4471,799000,60000,Diesel,Individual,Manual,Second Owner,22.54,1396,88.73,5,3,Hyundai
4472,300000,57000,Petrol,Individual,Manual,Second Owner,20.51,998,67.04,5,8,Maruti
4473,850000,27000,Petrol,Individual,Manual,First Owner,20.73,1373,91.1,5,4,Maruti
4474,130000,70000,Petrol,Individual,Manual,First Owner,18.0,995,62.0,5,9,Chevrolet
4475,229999,40000,Petrol,Individual,Manual,Second Owner,20.92,998,67.1,5,10,Maruti
4476,400000,60000,Petrol,Individual,Manual,First Owner,23.1,998,67.04,5,6,Maruti
4477,900000,35000,Diesel,Individual,Manual,First Owner,16.55,2498,105.0,6,3,Mahindra
4478,800000,70000,Diesel,Individual,Manual,First Owner,15.4,1997,120.0,7,6,Mahindra
4479,250999,43000,Petrol,Individual,Manual,Second Owner,21.1,814,55.2,5,6,Hyundai
4480,250000,110000,Petrol,Individual,Manual,Second Owner,15.0,1368,90.0,5,10,Tata
4481,100000,100000,Petrol,Individual,Manual,Second Owner,15.7,1172,67.0,5,12,Fiat
4482,450000,64000,Petrol,Individual,Manual,First Owner,20.4,1197,81.8,5,5,Maruti
4483,575000,96000,Diesel,Individual,Manual,First Owner,19.87,1461,83.8,5,4,Renault
4484,400000,96000,Diesel,Individual,Manual,First Owner,20.46,1461,83.8,5,8,Renault
4485,480000,7600,Petrol,Individual,Manual,First Owner,21.63,998,67.0,5,2,Maruti
4486,490000,7000,Petrol,Individual,Manual,First Owner,21.63,998,67.0,5,2,Maruti
4487,150000,120000,Diesel,Individual,Manual,Second Owner,17.0,1405,70.0,5,14,Tata
4488,600000,50000,Diesel,Individual,Manual,First Owner,22.95,1248,74.0,5,4,Tata
4489,500000,50000,Diesel,Individual,Manual,Second Owner,24.4,1120,71.0,5,6,Hyundai
4490,425000,80000,Diesel,Individual,Manual,First Owner,23.0,1248,88.7,5,6,Tata
4491,108000,200000,Diesel,Individual,Manual,Second Owner,13.1,1493,82.0,5,18,Hyundai
4492,1030000,190000,Diesel,Individual,Manual,First Owner,12.99,2494,100.6,7,6,Toyota
4493,360000,34000,Petrol,Individual,Manual,First Owner,20.51,998,67.04,5,6,Maruti
4494,290000,80000,Petrol,Individual,Manual,Second Owner,16.47,1198,73.9,5,9,Volkswagen
4495,400000,72000,Diesel,Individual,Manual,First Owner,22.9,1248,74.0,5,10,Maruti
4496,70000,20000,Diesel,Individual,Manual,First Owner,15.9,1527,57.0,5,18,Maruti
4497,320000,70000,Diesel,Individual,Manual,Second Owner,15.3,2956,83.8,7,9,Tata
4498,975000,30000,Diesel,Individual,Manual,First Owner,23.0,1498,98.96,5,2,Ford
4499,1227000,5000,Petrol,Individual,Automatic,First Owner,18.0,1497,117.6,5,2,Honda
4500,755000,29340,Diesel,Individual,Manual,First Owner,22.32,1582,126.32,5,7,Hyundai
4501,215000,120000,Diesel,Individual,Manual,First Owner,20.0,1399,68.0,5,10,Ford
4502,735000,200000,Diesel,Individual,Manual,Second Owner,12.8,2494,102.0,7,10,Toyota
4503,190000,70000,Petrol,Individual,Manual,Second Owner,19.81,1086,68.05,5,14,Hyundai
4504,1365000,80800,Diesel,Individual,Manual,Second Owner,12.99,2494,100.6,8,7,Toyota
4505,675000,24265,Petrol,Dealer,Manual,First Owner,18.7,1199,88.7,5,3,Honda
4506,438999,81000,Diesel,Dealer,Manual,First Owner,23.4,1248,74.0,5,7,Maruti
4507,550000,240000,Diesel,Individual,Manual,First Owner,19.98,1461,108.5,7,6,Renault
4508,409999,35000,Petrol,Individual,Manual,First Owner,19.1,1197,85.8,5,8,Maruti
4509,350000,15000,Petrol,Individual,Manual,First Owner,25.17,799,53.3,5,2,Renault
4510,135000,49000,Diesel,Individual,Manual,Third Owner,25.44,936,57.6,5,9,Chevrolet
4511,1490000,56900,Diesel,Individual,Manual,Second Owner,13.68,2393,147.8,8,5,Toyota
4512,520000,70000,Diesel,Individual,Manual,Second Owner,25.2,1248,74.0,5,7,Maruti
4513,315000,180000,Diesel,Individual,Manual,First Owner,19.3,1248,73.9,5,11,Maruti
4514,235000,50000,Petrol,Individual,Manual,First Owner,19.0,998,66.1,5,11,Maruti
4515,80500,50000,Petrol,Individual,Manual,Third Owner,13.2,1495,94.0,5,16,Hyundai
4516,375000,88200,Diesel,Individual,Manual,First Owner,23.2,1248,73.94,5,8,Maruti
4517,189000,93000,Petrol,Individual,Manual,Second Owner,16.1,1197,85.0,5,15,Maruti
4518,550000,120000,Diesel,Individual,Manual,First Owner,25.8,1498,98.6,5,4,Honda
4519,260000,110000,Diesel,Individual,Manual,Second Owner,17.8,1399,68.0,5,10,Ford
4520,650000,50000,Diesel,Individual,Automatic,Second Owner,26.59,1248,74.0,5,5,Maruti
4521,480000,80000,Diesel,Individual,Manual,First Owner,23.4,1248,74.0,5,8,Maruti
4522,700000,40000,Diesel,Individual,Manual,First Owner,22.54,1396,88.73,5,5,Hyundai
4523,650000,110000,Diesel,Individual,Manual,Third Owner,20.77,1248,88.76,7,6,Maruti
4524,1300000,48000,Diesel,Individual,Manual,Second Owner,19.67,1582,126.2,5,6,Hyundai
4525,1350000,97000,Diesel,Individual,Automatic,First Owner,16.96,1968,138.03,5,5,Volkswagen
4526,1000000,60000,Diesel,Individual,Automatic,First Owner,22.15,1498,108.6,5,5,Volkswagen
4527,1700000,110000,Diesel,Individual,Automatic,Third Owner,19.3,2987,165.0,5,10,Mercedes-Benz
4528,1080000,12800,Petrol,Individual,Automatic,First Owner,17.8,1496,105.5,5,3,Toyota
4529,170000,40000,Petrol,Individual,Manual,First Owner,21.1,814,55.2,5,9,Hyundai
4530,610000,49000,Diesel,Individual,Manual,First Owner,28.4,1248,74.0,5,4,Maruti
4531,350000,25000,Petrol,Individual,Manual,First Owner,18.5,1197,85.8,5,7,Maruti
4532,260000,65000,Petrol,Individual,Manual,Second Owner,22.74,796,47.3,5,5,Maruti
4533,700000,20000,Diesel,Individual,Manual,First Owner,20.4,1248,91.7,5,6,Fiat
4534,678000,17000,Petrol,Individual,Manual,First Owner,18.78,999,75.0,5,3,Volkswagen
4535,800000,15000,Diesel,Individual,Manual,First Owner,23.65,1248,88.5,5,6,Maruti
4536,400000,120000,Diesel,Individual,Manual,Second Owner,23.59,1364,67.04,5,7,Toyota
4537,300000,49000,Petrol,Individual,Manual,First Owner,18.5,1197,80.0,5,11,Hyundai
4538,520000,29000,Petrol,Individual,Manual,First Owner,18.6,1197,81.83,5,5,Hyundai
4539,850000,55000,Diesel,Individual,Automatic,First Owner,19.61,1461,108.5,5,4,Nissan
4540,300000,40000,Petrol,Individual,Manual,First Owner,23.95,998,67.05,5,6,Maruti
4541,350000,120000,Petrol,Individual,Manual,Second Owner,17.0,1497,118.0,5,11,Honda
4543,892000,10000,Diesel,Individual,Manual,First Owner,24.3,1248,88.5,5,2,Maruti
4544,285000,70000,Diesel,Individual,Manual,Second Owner,20.3,1248,92.0,5,9,Fiat
4545,300000,60000,LPG,Individual,Manual,First Owner,19.2,1086,68.05,5,9,Hyundai
4546,620000,90000,Diesel,Individual,Manual,First Owner,28.09,1248,88.5,5,5,Maruti
4547,750000,90000,Diesel,Individual,Manual,First Owner,24.3,1248,88.5,5,4,Maruti
4548,270000,35000,Petrol,Individual,Manual,First Owner,22.74,796,47.3,5,5,Maruti
4549,560000,90000,Diesel,Individual,Manual,First Owner,20.77,1248,88.8,7,7,Maruti
4550,300000,40000,Petrol,Individual,Manual,Second Owner,17.92,1086,62.1,5,9,Hyundai
4551,300000,40000,Petrol,Individual,Manual,Second Owner,17.92,1086,62.1,5,9,Hyundai
4552,570000,20000,Petrol,Individual,Manual,First Owner,18.9,1197,81.86,5,3,Hyundai
4553,220000,80000,Diesel,Individual,Manual,First Owner,23.03,1396,69.0,5,10,Tata
4554,260000,99000,Petrol,Individual,Manual,Second Owner,15.5,1586,103.3,5,9,Maruti
4555,600000,7500,Petrol,Individual,Automatic,First Owner,21.21,1197,81.8,5,2,Maruti
4556,80000,60000,Petrol,Individual,Manual,First Owner,23.9,624,37.48,4,6,Tata
4557,300000,40800,Petrol,Individual,Manual,First Owner,21.1,814,55.2,5,5,Hyundai
4558,300000,70000,Petrol,Individual,Manual,First Owner,17.57,1193,88.7,5,6,Tata
4559,400000,100000,Petrol,Individual,Manual,First Owner,18.15,1198,82.0,5,5,Mahindra
4560,550000,8588,Petrol,Individual,Manual,First Owner,22.0,1197,81.8,5,5,Maruti
4561,1200000,40000,Diesel,Individual,Manual,First Owner,25.6,1498,97.9,5,2,Honda
4562,500000,60000,Diesel,Individual,Manual,First Owner,25.83,1498,99.0,5,6,Ford
4563,93000,80000,Petrol,Individual,Manual,Third Owner,15.9,1298,85.0,5,16,Maruti
4564,500000,110000,Diesel,Individual,Manual,First Owner,26.0,1498,98.6,5,7,Honda
4565,670000,150000,Diesel,Individual,Manual,First Owner,23.59,1364,67.05,5,3,Toyota
4566,750000,120000,Diesel,Individual,Manual,Second Owner,12.8,2494,102.0,7,9,Toyota
4567,370000,30000,Petrol,Individual,Manual,First Owner,23.95,998,67.05,5,4,Maruti
4568,100000,70000,Petrol,Individual,Manual,Second Owner,16.1,796,37.0,4,9,Maruti
4569,425000,50000,Petrol,Individual,Manual,First Owner,19.81,1086,68.05,5,5,Hyundai
4570,370000,305000,Diesel,Individual,Manual,Fourth & Above Owner,12.8,2494,102.0,8,15,Toyota
4572,229999,212000,Diesel,Individual,Manual,Third Owner,11.57,2179,138.1,7,12,Tata
4573,850000,35000,Diesel,Individual,Manual,First Owner,24.52,1248,88.5,7,5,Maruti
4574,750000,22000,Diesel,Individual,Manual,First Owner,21.03,1461,65.0,5,3,Mahindra
4575,235000,50000,Diesel,Individual,Manual,First Owner,10.71,1948,90.0,14,11,Tata
4576,700000,70000,Diesel,Individual,Manual,First Owner,25.5,1498,98.6,5,4,Honda
4577,480000,56000,Diesel,Individual,Manual,First Owner,24.0,1120,70.0,5,5,Hyundai
4578,475000,50000,Diesel,Individual,Manual,First Owner,22.95,1248,74.0,5,5,Tata
4579,610000,120000,Diesel,Individual,Manual,First Owner,21.14,1498,103.52,5,6,Skoda
4580,650000,120000,Diesel,Individual,Manual,Second Owner,12.8,2494,102.0,8,10,Toyota
4581,800000,70000,Diesel,Individual,Manual,First Owner,25.5,1498,98.6,5,4,Honda
4582,520000,120000,Diesel,Individual,Manual,First Owner,11.57,2179,138.1,7,6,Tata
4583,160000,90000,Diesel,Individual,Manual,First Owner,25.0,1396,69.0,5,7,Tata
4584,1000000,70000,Diesel,Individual,Manual,First Owner,25.1,1248,88.5,5,3,Maruti
4585,700000,120000,Diesel,Individual,Manual,Second Owner,20.77,1248,88.76,7,6,Maruti
4586,590000,70000,Diesel,Individual,Manual,Second Owner,25.8,1498,98.6,5,4,Honda
4587,140000,80000,Petrol,Individual,Manual,Second Owner,18.9,998,67.1,5,19,Maruti
4588,725000,100000,Diesel,Individual,Manual,Second Owner,18.49,1493,100.0,7,4,Mahindra
4589,1680000,157000,Diesel,Individual,Manual,First Owner,13.68,2393,147.8,7,4,Toyota
4590,550000,50000,Diesel,Individual,Manual,First Owner,26.59,1248,74.0,5,6,Maruti
4591,240000,90000,Diesel,Individual,Manual,Second Owner,23.2,1248,73.94,5,9,Maruti
4592,667000,65000,Diesel,Individual,Manual,First Owner,14.6,2231,184.0,7,8,Chevrolet
4593,670000,50000,Diesel,Individual,Manual,First Owner,27.3,1498,98.6,5,4,Honda
4594,550000,110000,Diesel,Individual,Manual,First Owner,26.59,1248,74.0,5,6,Maruti
4595,400000,30000,Petrol,Individual,Manual,First Owner,23.1,998,67.04,5,6,Maruti
4596,545000,80000,Diesel,Individual,Manual,Second Owner,22.32,1582,126.32,5,7,Hyundai
4597,599000,70000,Petrol,Individual,Manual,First Owner,16.02,1373,93.7,7,6,Maruti
4598,725000,100000,Diesel,Individual,Manual,First Owner,21.38,1396,88.7,5,5,Hyundai
4599,525000,120000,Petrol,Individual,Manual,Second Owner,17.4,1497,117.3,5,6,Honda
4600,204999,85000,Diesel,Individual,Manual,Second Owner,21.1,1248,73.9,5,10,Maruti
4601,190000,110000,Diesel,Individual,Manual,First Owner,21.0,1199,75.0,5,9,Skoda
4602,310000,60000,Diesel,Individual,Manual,Fourth & Above Owner,24.0,1120,70.0,5,6,Hyundai
4603,380000,90000,Diesel,Individual,Manual,Second Owner,24.0,1120,70.0,5,5,Hyundai
4604,204000,110000,Petrol,Individual,Manual,Third Owner,20.92,998,67.1,5,9,Maruti
4605,350000,25000,Petrol,Individual,Manual,First Owner,20.3,998,68.05,5,3,Hyundai
4606,350000,100000,Diesel,Individual,Manual,First Owner,20.54,1598,103.6,5,8,Volkswagen
4607,175000,120000,Diesel,Individual,Manual,Second Owner,20.0,1399,68.0,5,9,Ford
4608,340000,90000,Diesel,Individual,Manual,First Owner,20.54,1598,103.6,5,10,Volkswagen
4609,950000,35000,Petrol,Individual,Manual,First Owner,17.4,1497,117.6,5,4,Honda
4610,894999,35000,Petrol,Individual,Manual,First Owner,17.8,1497,117.3,5,4,Honda
4611,350000,101200,Diesel,Individual,Manual,Second Owner,15.3,2956,83.83,7,7,Tata
4612,100000,90000,Petrol,Individual,Manual,Second Owner,12.8,1396,85.0,5,16,Tata
4613,550000,76000,Diesel,Individual,Manual,First Owner,26.59,1248,74.0,5,5,Maruti
4614,100000,60000,Diesel,Individual,Manual,Third Owner,16.1,1405,70.0,5,17,Tata
4615,800000,90000,Diesel,Individual,Manual,First Owner,16.0,2179,140.0,7,5,Mahindra
4616,525000,80000,Diesel,Individual,Manual,Second Owner,15.96,2523,62.1,7,8,Mahindra
4617,500000,179150,Diesel,Individual,Manual,Second Owner,11.57,2179,138.1,7,13,Tata
4618,42000,62000,Petrol,Individual,Manual,First Owner,16.1,796,37.0,4,18,Maruti
4619,190000,160000,Petrol,Individual,Manual,Third Owner,17.5,1197,85.8,5,12,Maruti
4620,694000,35000,Diesel,Individual,Manual,First Owner,28.4,1248,74.02,5,2,Maruti
4621,861999,120000,Diesel,Individual,Automatic,First Owner,16.0,2179,140.0,7,5,Mahindra
4622,650000,50000,Diesel,Individual,Manual,First Owner,25.8,1498,98.6,5,4,Honda
4623,310000,70000,Diesel,Individual,Manual,Second Owner,19.3,1248,73.9,5,10,Maruti
4624,360000,97000,Diesel,Individual,Manual,First Owner,22.9,1248,74.0,5,8,Maruti
4625,240000,90000,Diesel,Individual,Manual,Second Owner,19.3,1248,73.9,5,10,Maruti
4626,500000,84487,Diesel,Individual,Manual,Fourth & Above Owner,15.1,2179,140.0,7,9,Mahindra
4627,475000,100000,Diesel,Individual,Manual,Second Owner,12.8,2494,102.0,7,11,Toyota
4628,100000,60000,Petrol,Individual,Manual,Third Owner,19.7,796,46.3,5,14,Maruti
4629,200000,110000,Petrol,Individual,Manual,Third Owner,15.0,1586,104.68,5,12,Maruti
4630,430000,264000,Diesel,Individual,Manual,First Owner,12.8,2494,102.0,8,15,Toyota
4631,245000,146000,Diesel,Individual,Manual,Fourth & Above Owner,14.0,2498,112.0,7,11,Mahindra
4632,450000,70000,Diesel,Individual,Manual,First Owner,23.4,1248,74.0,5,7,Maruti
4633,800000,51146,Diesel,Individual,Manual,First Owner,24.3,1248,88.5,5,4,Maruti
4634,215000,40000,Petrol,Individual,Manual,First Owner,21.1,1197,85.8,5,10,Maruti
4635,760000,50000,Diesel,Individual,Manual,First Owner,24.3,1248,88.5,5,4,Maruti
4636,416000,80000,Diesel,Individual,Manual,First Owner,20.14,1498,88.8,5,6,Volkswagen
4637,195000,120000,Petrol,Individual,Manual,First Owner,18.9,998,67.1,5,10,Maruti
4638,325000,23000,Petrol,Individual,Manual,First Owner,24.7,796,47.3,5,4,Maruti
